Name,AGE,SOCIAL SECUIRTY,ALLERGIES,Doctor,Chickenpox (Varicella),Diphtheria.,Flu (Influenza),Hepatitis A.,Hepatitis B.,Hib (Haemophilus influenzae type b),HPV (Human Papillomavirus),Measles,Mumps,Shingles
Aithan,68,767-28-3717,Penicillin Tree Nuts,Dr. Jones,1,1,0,1,1,1,1,1,1,1
Aj,0,716-32-8260,Dust Mites,Dr. Palmer,1,1,0,1,1,1,1,1,1,1
Ajaipal,31,835-62-5165,Mold Pet Hair,Dr. uez,1,1,1,1,1,1,1,1,1,1
Ajmail,72,637-58-9110,,Dr. Mohamed,1,1,0,1,0,1,1,1,0,0
Aki,36,450-46-8690,,Dr. Cruz,1,1,1,1,1,1,1,1,1,1
Akib,50,428-52-9440,Mold Pollen Latex,Dr. uez,1,1,0,1,1,1,1,1,1,1
Akshaj,19,320-02-5104,,Dr. Stanley,1,1,1,1,1,1,1,1,1,1
Akshar,39,078-66-2890,Fish and shellfish Cow's milk Dust Mites,Dr. Wallace,1,1,0,1,1,1,1,1,1,1
Al-Houssen,80,792-83-9941,,Dr. Sims,1,1,1,1,1,1,1,1,1,1
Alan-John,13,372-88-1203,Pet Hair Pollen,Dr. Burgess,1,1,0,1,1,1,1,1,1,1
Aland,61,774-98-7395,Mold Pollen,Dr. Bush,1,1,0,1,1,1,1,1,1,1
Alasdhair,22,086-25-1309,Pollen,Dr. Alvarado,1,1,1,1,1,1,1,1,1,1
Alban,15,104-57-6259,,Dr. Garcia,1,1,1,1,1,1,1,1,1,1
Aldrin,14,008-24-6267,Cow's milk,Dr. Bailey,1,1,1,1,1,1,1,1,1,1
Aleister,48,844-86-8909,Fish and shellfish,Dr. Barnett,1,1,0,1,1,1,1,1,1,1
Aleksandr,2,583-85-0903,Mold Pollen Fish and shellfish,Dr. Kaye,1,1,0,1,1,1,1,1,1,1
Aleksejs,78,497-05-0334,Pet Hair Soy,Dr. Cunningham,1,1,0,1,1,1,1,1,1,1
Ales,57,712-55-9651,,Dr. Pham,1,1,0,1,1,1,1,1,1,1
Alexander-James,26,943-52-4066,Latex Fish and shellfish Dust Mites,Dr. Hunt,1,1,0,1,0,1,1,1,1,0
Alexandreau-Le-Prince,75,722-41-4534,Dust Mites Cow's milk,Dr. Nichols,1,1,1,1,1,1,1,1,1,1
Alexin,54,950-08-0360,Wheat,Dr. Allen,1,1,1,1,1,1,1,1,1,1
Alfie-George,4,867-51-5962,,Dr. Figueroa,1,1,0,1,1,1,1,1,1,1
Alfie-John,20,311-09-3146,Dust Mites Pollen Wheat,Dr. Gibson,1,1,1,1,1,1,1,1,1,1
Alick,49,575-63-0285,Pollen Mold Pet Hair,Dr. Kaye,1,1,0,1,1,1,1,1,1,1
Alistar,77,100-72-8674,Cow's milk Soy Mold,Dr. Hawkins,1,1,1,1,1,1,1,1,1,1
Alixander,47,654-91-7711,Pet Hair,Dr. Flores,1,1,1,1,1,1,1,1,1,1
Aliyan,26,158-31-4697,Pollen Soy Cow's milk,Dr. Bush,1,1,0,1,1,1,1,1,1,1
Allen,29,242-20-2851,Penicillin Wheat,Dr. Alexander,1,1,1,1,1,1,1,1,1,1
Allister,29,262-16-0375,Cow's milk,Dr. Mohamed,1,1,0,1,1,1,1,1,1,1
Alphonsus,51,342-00-0930,Wheat Dust Mites,Dr. Stevenson,1,1,1,1,1,1,1,1,1,1
Alwaleed,77,771-78-3671,,Dr. Sherman,1,1,0,1,0,1,1,1,1,0
Alwyn,50,255-12-3509,Tree Nuts Fish and shellfish Pollen,Dr. Sims,1,1,1,1,1,1,1,1,1,1
Alyx,30,933-53-6053,Latex Pet Hair Tree Nuts,Dr. Patterson,1,1,1,1,1,1,1,1,1,1
Alyxs,64,401-12-4666,,Dr. Wallace,1,1,0,1,0,1,1,1,1,0
Amaar,71,941-23-7144,Dust Mites,Dr. Fletcher,1,1,1,1,1,1,1,1,1,1
Amad,3,602-63-6245,Mold Pollen Fish and shellfish,Dr. Boyd,1,1,1,1,1,1,1,1,1,1
Amadou,68,685-58-6379,,Dr. Wilkins,1,1,1,1,1,1,1,1,1,1
Amandeep,66,462-64-0939,Mold Fish and shellfish Cow's milk,Dr. Stanley,1,1,0,1,1,1,1,1,1,1
Amanjeet,2,124-04-1787,Pollen,Dr. Carlson,1,1,1,1,1,1,1,1,1,1
Amanveer,36,951-60-4937,Wheat Fish and shellfish Mold,Dr. NicholsonDr. Brady,1,1,0,1,1,1,1,1,1,1
Amin,36,887-36-3639,Mold Fish and shellfish Pollen,Dr. Fuller,1,1,0,1,1,1,1,1,1,1
Amine,38,007-40-5139,Cow's milk,Dr. Gibbs,1,1,1,1,1,1,1,1,1,1
Amiogho,7,300-74-3705,Soy Cow's milk Latex,Dr. Thompson,1,1,0,1,1,1,1,1,1,1
Amirreza,66,035-54-3255,Fish and shellfish,Dr. Jimenez,1,1,0,1,1,1,1,1,1,1
Amitoj,63,934-39-3120,Latex,Dr. Wood,1,1,0,1,0,1,1,1,1,0
Ammaar,22,934-55-0422,Mold,Dr. Sherman,1,1,1,1,1,1,1,1,1,1
Ammar,2,173-42-9213,Tree Nuts,Dr. Horton,1,1,0,1,1,1,1,1,1,1
Amrit,43,082-80-8540,Soy,Dr. Peterson,1,1,1,1,1,1,1,1,1,1
Anaan,24,336-45-3282,Pollen Mold,Dr. Pham,1,1,0,1,1,1,1,1,1,1
Anamol,75,352-33-0747,Fish and shellfish Cow's milk Latex,Dr. Flores,1,1,1,1,1,1,1,1,1,1
Anayat,15,354-49-7922,Soy Tree Nuts,Dr. Cunningham,1,1,0,1,1,1,1,1,1,1
Anderson,55,749-21-9694,Soy Pollen Fish and shellfish,Dr. Palmer,1,1,0,1,1,1,1,1,1,1
Andre,79,441-82-5476,,Dr. Naylor,1,1,1,1,1,1,1,1,1,1
Andreas,20,713-23-6561,Cow's milk Penicillin,Dr. Palmer,1,1,0,1,1,1,1,1,1,1
Andres,30,711-41-3731,Tree Nuts Fish and shellfish Mold,Dr. Sims,1,1,1,1,1,1,1,1,1,1
Andrius,2,597-05-7984,Fish and shellfish Pollen,Dr. Joyce,1,1,1,1,1,1,1,1,1,1
Anees,12,611-58-4599,,Dr. Thompson,1,1,1,1,1,1,1,1,1,1
Aneirin,25,162-09-4981,Latex Tree Nuts,Dr. Austin,1,1,1,1,1,1,1,1,1,1
Aneurin,66,613-83-2650,Pollen Wheat,Dr. Romero,1,1,1,1,1,1,1,1,1,1
Angelo,46,881-99-4198,,Dr. Gibson,1,1,0,1,1,1,1,1,1,1
Aniket,76,290-55-4117,Soy Pollen,Dr. Crossley,1,1,0,1,0,1,1,0,0,0
Anir,72,742-50-2531,,Dr. Reynolds,1,1,1,1,1,1,1,1,1,1
Anis,15,248-52-4993,Latex Tree Nuts Fish and shellfish,Dr. Sims,1,1,0,0,0,0,0,0,0,0
Anizoba,63,565-17-9939,,Dr. Peters,1,1,0,1,1,1,1,1,1,1
Anjan,68,201-15-6455,,Dr. Joyce,1,1,1,1,1,1,1,1,1,1
Anmol,41,374-82-6766,Fish and shellfish Dust Mites,Dr. Hawkins,1,1,0,1,0,1,1,1,0,0
Ansh,61,658-33-7698,Tree Nuts Pollen Wheat,Dr. Mohamed,1,1,0,1,0,1,1,1,1,0
Antek,40,657-68-6395,Mold Dust Mites,Dr. Watson,1,1,0,1,0,1,1,0,0,0
Anthany,30,912-59-7769,,Dr. Gardner,1,1,0,1,0,1,1,1,1,0
Anthony-John,24,737-82-2876,,Dr. Barrett,1,1,1,1,1,1,1,1,1,1
Anthony-Junior,25,245-77-1598,Dust Mites,Dr. Strickland,1,1,0,1,1,1,1,1,1,1
Antoine,32,380-41-2663,Tree Nuts,Dr. Crossley,1,1,1,1,1,1,1,1,1,1
Anup,35,033-70-8245,Pollen Soy,Dr. Crossley,1,1,0,1,0,1,1,0,0,0
Aonghas,17,999-36-3353,,Dr. Sharp,1,1,1,1,1,1,1,1,1,1
Aous,7,509-81-5636,Pollen Mold Fish and shellfish,Dr. Fuller,1,1,1,1,1,1,1,1,1,1
Aqeel,0,535-26-3857,Pet Hair,Dr. Myers,1,1,1,1,1,1,1,1,1,1
Aqil,12,503-26-7684,Pollen Cow's milk,Dr. Black,1,1,0,1,1,1,1,1,1,1
Arainn,5,344-18-2663,Tree Nuts Pet Hair Fish and shellfish,Dr. Taylor,1,1,1,1,1,1,1,1,1,1
Arbaaz,80,003-21-1391,Penicillin Mold,Dr. Horton,1,1,0,1,1,1,1,1,1,1
Archie-Jay,30,232-31-0349,Fish and shellfish Latex,Dr. Armstrong,1,1,1,1,1,1,1,1,1,1
Ardil,37,614-52-9659,,Dr. Cruz,1,1,0,1,1,1,1,1,1,1
Areeb,25,670-32-7941,Mold,Dr. Sims,1,1,0,1,1,1,1,1,1,1
Areen,56,494-04-2144,,Dr. Mann,1,1,0,1,1,1,1,1,1,1
Argyle,22,138-72-3916,Dust Mites Penicillin Wheat,Dr. Fuller,1,1,0,1,0,1,1,0,0,0
Arhaan,66,647-99-3013,,Dr. Pham,1,1,1,1,1,1,1,1,1,1
Arhab,63,808-37-1037,,Dr. Allen,1,1,1,1,1,1,1,1,1,1
Arian,11,402-99-5952,Dust Mites,Dr. Graham,1,1,0,1,1,1,1,1,1,1
Arien,17,519-51-3891,Pollen Soy,Dr. Juarez,1,1,1,1,1,1,1,1,1,1
Arihaant,43,706-38-5115,Tree Nuts,Dr. Parsons,1,1,0,1,1,1,1,1,1,1
Aristarkh,17,748-67-9761,,Dr. Hawkins,1,1,0,1,1,1,1,1,1,1
Ariz,79,679-73-8090,,Dr. Taylor,1,1,1,1,1,1,1,1,1,1
Arjan,4,406-59-3754,Penicillin Wheat,Dr. Juarez,1,1,1,1,1,1,1,1,1,1
Arkadiusz,9,538-41-4068,Wheat Penicillin Mold,Dr. Strickland,1,1,0,1,1,1,1,1,1,1
Arkle,63,462-04-9241,,Dr. Mann,1,1,1,1,1,1,1,1,1,1
Armaghan,31,365-60-0200,Wheat,Dr. Peterson,1,1,1,1,1,1,1,1,1,1
Armando,16,468-76-3400,Fish and shellfish Pollen Wheat,Dr. Dean,1,1,1,1,1,1,1,1,1,1
Arne,8,916-88-1578,,Dr. Brown,1,1,1,1,1,1,1,1,1,1
Arnod,60,752-06-2994,Pet Hair Penicillin,Dr. Hawkins,1,1,0,1,1,1,1,1,1,1
Aronas,33,109-66-3145,Pet Hair Tree Nuts Pollen,Dr. Mckenna,1,1,0,1,1,1,1,1,1,1
Arris,7,757-23-0147,Latex,Dr. Garrett,1,1,0,1,1,1,1,1,1,1
Arryn,33,868-30-0740,,Dr. Taylor,1,1,0,1,0,1,1,1,1,0
Arsal,20,710-63-7869,Fish and shellfish Pollen Dust Mites,Dr. Horton,1,1,1,1,1,1,1,1,1,1
Arsalan,75,650-16-9550,Wheat Pet Hair Pollen,Dr. Mcdonald,1,1,1,1,1,1,1,1,1,1
Arshia,14,088-44-4503,Dust Mites Penicillin Mold,Dr. Burgess,1,1,0,1,1,1,1,1,1,1
Arshveer,6,297-38-8674,Penicillin Pollen,Dr. Alvarado,1,1,0,1,0,1,1,1,1,0
Arta,54,237-97-0537,Fish and shellfish Latex Mold,Dr. Brown,1,1,0,1,1,1,1,1,1,1
Arthor,0,152-08-7178,Cow's milk Latex Fish and shellfish,Dr. Parsons,1,1,1,1,1,1,1,1,1,1
Arturas,15,132-53-6671,,Dr. Burgess,1,1,0,1,1,1,1,1,1,1
Arturs,78,888-80-3173,Dust Mites Soy,Dr. Watson,1,1,1,1,1,1,1,1,1,1
Arun,1,665-26-4460,Penicillin Dust Mites Tree Nuts,Dr. Sims,1,1,0,1,0,1,1,1,1,0
Arvin,70,484-38-0383,,Dr. Barrett,1,1,1,1,1,1,1,1,1,1
Aryaman,14,706-75-2497,,Dr. Pham,1,1,1,1,1,1,1,1,1,1
Asad,25,257-08-0639,Mold Wheat,Dr. Jimenez,1,1,0,1,1,1,1,1,1,1
Ashley,44,549-78-5738,,Dr. Alvarado,1,1,1,1,1,1,1,1,1,1
Asim,79,119-91-8092,Dust Mites Soy Pollen,Dr. Peters,1,1,1,1,1,1,1,1,1,1
Aslan,12,016-87-4941,Pollen Cow's milk,Dr. Mohamed,1,1,1,1,1,1,1,1,1,1
Aswin,17,475-41-1107,Soy,Dr. Peters,1,1,0,1,1,1,1,1,1,1
Athanasios,41,400-42-7560,Wheat Pet Hair Penicillin,Dr. Elliott,1,1,1,1,1,1,1,1,1,1
Atholl,9,563-89-4304,,Dr. Wood,1,1,0,1,1,1,1,1,1,1
Atif,2,113-86-7883,,Dr. Waters,1,1,0,1,0,1,1,1,0,0
Atila,34,269-74-9423,Latex Mold,Dr. Fuller,1,1,0,1,1,1,1,1,1,1
Attilio,23,982-24-6372,Pet Hair Dust Mites Latex,Dr. Wise,1,1,1,1,1,1,1,1,1,1
Auob,14,458-33-3015,,Dr. Sharp,1,1,1,1,1,1,1,1,1,1
Auryn,73,527-28-3458,Dust Mites Pet Hair Mold,Dr. Gardner,1,1,1,1,1,1,1,1,1,1
Austyn,41,907-63-9602,Wheat Pet Hair Latex,Dr. Carlson,1,1,0,1,1,1,1,1,1,1
Aveer,40,612-80-7853,,Dr. Watson,1,1,0,1,1,1,1,1,1,1
Avery,6,359-78-4132,,Dr. Jimenez,1,1,1,1,1,1,1,1,1,1
Aviral,47,470-69-7865,Cow's milk Tree Nuts,Dr. Pham,1,1,0,1,1,1,1,1,1,1
Avyukt,63,711-14-0418,Wheat,Dr. Garrett,1,1,1,1,1,1,1,1,1,1
Ayaz,27,726-79-5521,Wheat,Dr. Leonard,1,1,0,1,1,1,1,1,1,1
Ayden-James,42,752-08-6757,,Dr. Mckenna,1,1,1,1,1,1,1,1,1,1
Ayham,11,475-88-4710,Cow's milk Penicillin,Dr. Sherman,1,1,0,1,1,1,1,1,1,1
Ayibatonye,46,604-56-4185,Pet Hair,Dr. Rossi,1,1,1,1,1,1,1,1,1,1
Ayodeji,75,805-54-3630,Latex Penicillin,Dr. Figueroa,1,1,1,1,1,1,1,1,1,1
Ayomiyato,31,218-57-0874,Fish and shellfish Pollen,Dr. Leonard,1,1,0,1,1,1,1,1,1,1
Ayoub,36,085-23-4147,Wheat Cow's milk,Dr. Love,1,1,1,1,1,1,1,1,1,1
Ayush,43,373-95-2323,Mold Dust Mites,Dr. Juarez,1,1,1,1,1,1,1,1,1,1
Azaia,2,595-89-2413,Cow's milk Fish and shellfish Tree Nuts,Dr. uez,1,1,0,1,1,1,1,1,1,1
Azhar,9,302-15-1799,,Dr. Sharp,1,1,1,1,1,1,1,1,1,1
Babatunde,78,558-79-1561,,Dr. Gardner,1,1,0,1,1,1,1,1,1,1
Baden,49,340-85-9567,,Dr. uez,1,1,0,1,1,1,1,1,1,1
Bailley,5,315-10-2196,Dust Mites,Dr. Cruz,1,1,0,1,1,1,1,1,1,1
Bajan,38,192-93-9824,Tree Nuts Dust Mites Latex,Dr. Alexander,1,1,1,1,1,1,1,1,1,1
Baldev,66,522-82-0196,Pet Hair Pollen,Dr. Atherton,1,1,0,1,1,1,1,1,1,1
Balfour,54,913-95-7706,Pollen Mold Fish and shellfish,Dr. Reed,1,1,0,1,1,1,1,1,1,1
Baljeet,21,008-90-8382,Wheat,Dr. Boyd,1,1,1,1,1,1,1,1,1,1
Bambeli,7,281-14-9367,Pet Hair Wheat,Dr. Park,1,1,1,1,1,1,1,1,1,1
Baran,32,486-34-1363,Soy,Dr. Patterson,1,1,1,1,1,1,1,1,1,1
Barclay,76,096-10-9945,Wheat Latex,Dr. Stanley,1,1,1,1,1,1,1,1,1,1
Bardia,78,113-26-6400,Mold,Dr. Wilkins,1,1,0,1,1,1,1,1,1,1
Barna,44,214-44-5548,Pollen,Dr. Hunt,1,1,0,1,1,1,1,1,1,1
Barnaby,22,282-33-8555,Mold Wheat,Dr. Gardner,1,1,0,1,1,1,1,1,1,1
Barrie,67,877-93-6037,Dust Mites,Dr. Wilkins,1,1,0,1,1,1,1,1,1,1
Bartek,39,292-21-0100,Penicillin Mold Fish and shellfish,Dr. Garrett,1,1,0,1,1,1,1,1,1,1
Bartlomiej,38,731-94-9982,Dust Mites Tree Nuts Fish and shellfish,Dr. Moran,1,1,0,1,1,1,1,1,1,1
Basim,51,290-84-0049,Tree Nuts,Dr. Dean,1,1,1,1,1,1,1,1,1,1
Bassiru,67,708-63-9992,Soy Dust Mites Tree Nuts,Dr. Cook,1,1,1,1,1,1,1,1,1,1
Bay,36,474-30-8222,Cow's milk Wheat Mold,Dr. Gibson,1,1,0,1,1,1,1,1,1,1
Bayley,24,800-83-8046,Soy Pollen Wheat,Dr. Gardner,1,1,0,1,1,1,1,1,1,1
Bayly,72,904-36-9310,,Dr. Mejia,1,1,0,1,1,1,1,1,1,1
Bence,74,018-97-6235,Tree Nuts Latex,Dr. Finch,1,1,0,1,0,1,1,0,0,0
Benedek,65,547-82-9131,Pollen Latex,Dr. Flores,1,1,1,1,1,1,1,1,1,1
Benedict,0,154-23-2485,,Dr. Alexander,1,1,0,1,0,1,1,1,1,0
Benicio,65,427-02-3813,Cow's milk Pollen Tree Nuts,Dr. Elliott,1,1,0,1,0,1,1,1,0,0
Benny,12,164-98-9618,Penicillin,Dr. Horton,1,1,1,1,1,1,1,1,1,1
Berk,74,246-44-7802,Dust Mites Cow's milk,Dr. Vas,1,1,1,1,1,1,1,1,1,1
Bertram,54,250-76-5814,,Dr. Fletcher,1,1,1,1,1,1,1,1,1,1
Bion,12,908-29-0869,Pet Hair Wheat Tree Nuts,Dr. Rossi,1,1,0,1,1,1,1,1,1,1
Bison,3,431-31-5582,Latex Mold Pollen,Dr. Mann,1,1,1,1,1,1,1,1,1,1
Bixuan,9,867-43-4607,Tree Nuts Cow's milk,Dr. Vas,1,1,1,1,1,1,1,1,1,1
Biyron,38,894-44-4066,Fish and shellfish Penicillin Soy,Dr. Juarez,1,1,0,1,1,1,1,1,1,1
Blaike,6,429-62-3070,Cow's milk Mold Pollen,Dr. Stanley,1,1,1,1,1,1,1,1,1,1
Blayne,12,080-23-2169,,Dr. Palmer,1,1,1,1,1,1,1,1,1,1
Blessings,72,155-40-2860,Fish and shellfish,Dr. Mcdonald,1,1,1,1,1,1,1,1,1,1
Bobby-Joe,48,001-35-3987,Tree Nuts Latex,Dr. Alexander,1,1,1,1,1,1,1,1,1,1
Boden,55,972-44-5071,Tree Nuts Soy,Dr. Taylor,1,1,1,1,1,1,1,1,1,1
Boette,55,968-21-2598,,Dr. Cunningham,1,1,0,1,1,1,1,1,1,1
Boluwatife,37,525-30-0071,Tree Nuts Fish and shellfish Latex,Dr. Kaye,1,1,0,1,0,1,1,1,1,0
Bosco,25,276-30-6282,Wheat Pet Hair Cow's milk,Dr. Gibson,1,1,1,1,1,1,1,1,1,1
Boston,2,540-12-0379,Mold Pet Hair Pollen,Dr. uez,1,1,0,1,1,1,1,1,1,1
Bourdieu,30,133-37-7002,Tree Nuts,Dr. Juarez,1,1,0,1,1,1,1,1,1,1
Bowie,13,283-94-2813,Cow's milk,Dr. Gardner,1,1,0,1,1,1,1,1,1,1
Braden,73,731-65-9662,Soy Latex Cow's milk,Dr. Peterson,1,1,0,1,1,1,1,1,1,1
Bragi,1,887-62-6617,Fish and shellfish Dust Mites Latex,Dr. Finch,1,1,0,1,0,1,1,1,1,0
Braidy,70,014-77-2098,Cow's milk Soy,Dr. Park,1,1,1,1,1,1,1,1,1,1
Braidyn-Drew,68,895-95-3793,Mold Cow's milk,Dr. Dean,1,1,0,1,1,1,1,1,1,1
Branach,25,564-67-4375,,Dr. Allen,1,1,0,1,0,1,1,0,0,0
Brandin,18,380-74-5944,Wheat,Dr. Myers,1,1,1,1,1,1,1,1,1,1
Brandon-Lee,60,129-78-3825,,Dr. Mckenna,1,1,0,1,1,1,1,1,1,1
Brandonlee,16,643-61-7207,Latex Wheat Dust Mites,Dr. Horton,1,1,0,1,0,1,1,1,1,0
Brannon,29,629-86-6477,,Dr. Hawkins,1,1,1,1,1,1,1,1,1,1
Braydin,18,298-54-8146,,Dr. Watson,1,1,1,1,1,1,1,1,1,1
Brenden,70,029-42-8542,Cow's milk Penicillin,Dr. Figueroa,1,1,0,1,1,1,1,1,1,1
Brian-Thomas,21,489-85-0220,Tree Nuts,Dr. Black,1,1,1,1,1,1,1,1,1,1
Broc,80,581-55-0569,Penicillin Dust Mites,Dr. Hawkins,1,1,1,1,1,1,1,1,1,1
Brodi,4,615-36-7408,Dust Mites Mold,Dr. Reed,1,1,0,1,1,1,1,1,1,1
Brodie-Alexander,39,557-39-2422,Penicillin Fish and shellfish Soy,Dr. Burns,1,1,1,1,1,1,1,1,1,1
Brodyn,71,368-22-1073,Tree Nuts Latex Pollen,Dr. Stevenson,1,1,0,1,1,1,1,1,1,1
Brogen,48,651-51-7154,Mold Cow's milk Wheat,Dr. Thomas,1,1,1,1,1,1,1,1,1,1
Brogin,45,794-46-4519,,Dr. Peters,1,1,0,1,1,1,1,1,1,1
Bruan,4,497-91-4078,,Dr. Cruz,1,1,0,1,1,1,1,1,1,1
Brydan,24,663-17-8733,Mold Pollen,Dr. Wise,1,1,1,1,1,1,1,1,1,1
Brydyn,77,549-62-5700,,Dr. Carey,1,1,0,1,1,1,1,1,1,1
Buddy,56,841-22-1011,Mold,Dr. Wise,1,1,0,1,0,1,1,1,1,0
C-Jay,56,302-27-4231,,Dr. Williamson,1,1,0,1,1,1,1,1,1,1
Caddell,29,703-33-1164,,Dr. Jones,1,1,0,1,0,1,1,0,0,0
Cadyn-Lee,72,076-71-3028,Wheat,Dr. Strickland,1,1,1,1,1,1,1,1,1,1
Caedan,73,741-31-9440,Soy Mold Latex,Dr. Terry,1,1,0,1,1,1,1,1,1,1
Caeden,56,856-46-4949,Dust Mites Soy,Dr. Dean,1,1,0,1,1,1,1,1,1,1
Cael,40,876-42-9891,Soy Tree Nuts Pollen,Dr. Stanley,1,1,0,1,1,1,1,1,1,1
Caelahn,52,375-05-0497,Dust Mites Pollen Penicillin,Dr. Naylor,1,1,0,1,1,1,1,1,1,1
Caelin,22,443-04-0910,Fish and shellfish,Dr. Park,1,1,1,1,1,1,1,1,1,1
Caesar,43,997-94-3488,Latex Pollen Penicillin,Dr. Jones,1,1,1,1,1,1,1,1,1,1
Cahir,29,948-70-7201,,Dr. Sharp,1,1,0,1,0,1,1,1,1,0
Caiden-John,50,694-44-8421,Dust Mites Fish and shellfish,Dr. Thornton,1,1,1,1,1,1,1,1,1,1
Caidyn-James,18,165-24-4045,Dust Mites,Dr. Herbert,1,1,1,1,1,1,1,1,1,1
Cailin,7,140-37-0878,,Dr. Fletcher,1,1,0,1,1,1,1,1,1,1
Caillan,57,990-99-5030,Latex Wheat Fish and shellfish,Dr. Cunningham,1,1,1,1,1,1,1,1,1,1
Caillen,22,655-32-4705,Cow's milk,Dr. Sims,1,1,0,1,1,1,1,1,1,1
Caillin,39,920-40-0649,Tree Nuts Mold,Dr. Mcdonald,1,1,0,1,1,1,1,1,1,1
Cailloch,2,463-90-6559,Wheat Soy,Dr. Allen,1,1,1,1,1,1,1,1,1,1
Cailob,45,723-55-8735,Mold Latex,Dr. Hunt,1,1,1,1,1,1,1,1,1,1
Caine,6,384-97-3460,Dust Mites Wheat,Dr. Herbert,1,1,0,1,1,1,1,1,1,1
Cainnech,31,727-53-1286,Penicillin Cow's milk,Dr. uez,1,1,1,1,1,1,1,1,1,1
Cairo,42,515-51-4608,Latex Cow's milk,Dr. Fletcher,1,1,1,1,1,1,1,1,1,1
Cal,2,405-85-8500,Penicillin,Dr. Herbert,1,1,1,1,1,1,1,1,1,1
Calam,8,680-30-8482,,Dr. Horton,1,1,0,1,0,0,0,0,0,0
Calen,72,476-77-3460,Penicillin,Dr. Bush,1,1,1,1,1,1,1,1,1,1
Calib,14,761-02-7572,,Dr. Mckenna,1,1,1,1,1,1,1,1,1,1
Callaghan,77,040-80-9716,,Dr. Watson,1,1,1,1,1,1,1,1,1,1
Calogero,37,507-06-9847,Cow's milk Mold,Dr. Rossi,1,1,1,1,1,1,1,1,1,1
Calvey,33,998-51-8524,Pet Hair,Dr. Alexander,1,1,1,1,1,1,1,1,1,1
Calvyn,61,750-23-4038,Pet Hair Cow's milk,Dr. Park,1,1,0,1,1,1,1,1,1,1
Caly,61,450-24-0259,Pollen Dust Mites,Dr. Allen,1,1,1,1,1,1,1,1,1,1
Cambell,55,856-19-3531,Cow's milk,Dr. Peterson,1,1,1,1,1,1,1,1,1,1
Camilo,78,546-17-9431,,Dr. Park,1,1,0,1,1,1,1,1,1,1
Camryn,0,608-59-4040,Cow's milk Pollen,Dr. Brown,1,1,1,1,1,1,1,1,1,1
Caolan,14,512-62-7468,Pet Hair,Dr. Strickland,1,1,1,1,1,1,1,1,1,1
Carey,61,395-92-6508,Mold Penicillin Wheat,Dr. Williamson,1,1,1,1,1,1,1,1,1,1
Carlos,74,530-61-5006,Dust Mites Tree Nuts,Dr. Romero,1,1,0,1,1,1,1,1,1,1
Carlyle,37,008-93-7779,Soy Pollen Fish and shellfish,Dr. Rossi,1,1,1,1,1,1,1,1,1,1
Carson-Lewis,45,709-47-0577,Pollen,Dr. Gibson,1,1,0,1,0,1,1,1,1,0
Carwyn,48,291-26-1156,Penicillin Wheat Mold,Dr. Cruz,1,1,1,1,1,1,1,1,1,1
Casch,26,364-15-3785,,Dr. Strickland,1,1,1,1,1,1,1,1,1,1
Cash,16,208-91-6182,Dust Mites Soy Pollen,Dr. Myers,1,1,0,1,1,1,1,1,1,1
Cass,65,724-42-3535,Wheat,Dr. Leonard,1,1,1,1,1,1,1,1,1,1
Cassius,76,544-19-9338,Mold,Dr. Graham,1,1,1,1,1,1,1,1,1,1
Cavan,51,759-19-3100,Mold,Dr. Armstrong,1,1,0,1,1,1,1,1,1,1
Cayan,33,382-70-4627,Latex Tree Nuts Mold,Dr. Alvarado,1,1,0,1,0,1,1,1,0,0
Cayden-Lee,66,328-56-9075,,Dr. Thompson,1,1,1,1,1,1,1,1,1,1
Caydin,51,032-60-5420,,Dr. Waters,1,1,1,1,1,1,1,1,1,1
Caydon,10,937-83-0639,Cow's milk Latex Penicillin,Dr. Garrett,1,1,1,1,1,1,1,1,1,1
Caylan,67,669-12-3002,Cow's milk Soy,Dr. Mcdonald,1,1,0,1,1,1,1,1,1,1
Caylim,2,641-81-5281,,Dr. Moran,1,1,0,1,1,1,1,1,1,1
Ceiran,56,391-87-3104,,Dr. Rossi,1,1,0,1,0,1,1,1,1,0
Celin,42,132-21-2908,,Dr. Boyd,1,1,0,1,0,1,1,1,1,0
Celyn,50,689-03-6452,Dust Mites Pet Hair,Dr. Gardner,1,1,1,1,1,1,1,1,1,1
Chace,39,887-69-4741,Wheat Dust Mites Soy,Dr. Mcdonald,1,1,1,1,1,1,1,1,1,1
Chad,80,005-93-6528,,Dr. Herbert,1,1,1,1,1,1,1,1,1,1
Chael,51,790-80-7692,,Dr. Mejia,1,1,0,1,0,1,0,0,0,0
Chaitanya,73,873-87-8303,Pollen Dust Mites Cow's milk,Dr. Bush,1,1,1,1,1,1,1,1,1,1
Chance,60,370-34-3825,Fish and shellfish Wheat Cow's milk,Dr. Terry,1,1,1,1,1,1,1,1,1,1
Charis,42,484-43-0826,,Dr. Cruz,1,1,0,1,1,1,1,1,1,1
Charls,53,811-60-7871,Pollen Pet Hair Mold,Dr. Carlson,1,1,1,1,1,1,1,1,1,1
Chazael,23,278-13-3658,Soy Dust Mites,Dr. Juarez,1,1,1,1,1,1,1,1,1,1
Che,11,960-65-0299,Tree Nuts Pet Hair Penicillin,Dr. Khan,1,1,1,1,1,1,1,1,1,1
Che-Jaedon,4,521-27-8459,,Dr. Moran,1,1,0,1,0,1,1,1,1,0
